NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325
0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325
0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325
0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325,0.000123325
0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845,0.99409845
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.000119247,0.000119247,0.000119247,0.000119247,0.000119247,0.000119247
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259
0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259,0.001615259
0.001114632,0.001114632,0.001114632,0.001114632,0.0383284,0.0383284,0.0383284,0.0383284,0.001112297,0.001112297,0.001112297,0.001112297,NaN,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551
0.000127425,0.000127425,0.000127425,0.000127425,0.054978707,0.054978707,0.054978707,0.054978707,0.000123919,0.000123919,0.000123919,0.000123919,0.999840551,NaN,0.999840551,0.999840551,0.999840551,0.999840551
0.000127425,0.000127425,0.000127425,0.000127425,0.054978707,0.054978707,0.054978707,0.054978707,0.000123919,0.000123919,0.000123919,0.000123919,0.999840551,0.999840551,NaN,0.999840551,0.999840551,0.999840551
0.000127425,0.000127425,0.000127425,0.000127425,0.054978707,0.054978707,0.054978707,0.054978707,0.000123919,0.000123919,0.000123919,0.000123919,0.999840551,0.999840551,0.999840551,NaN,0.999840551,0.999840551
0.000127425,0.000127425,0.000127425,0.000127425,0.054978707,0.054978707,0.054978707,0.054978707,0.000123919,0.000123919,0.000123919,0.000123919,0.999840551,0.999840551,0.999840551,0.999840551,NaN,0.999840551
0.000127425,0.000127425,0.000127425,0.000127425,0.054978707,0.054978707,0.054978707,0.054978707,0.000123919,0.000123919,0.000123919,0.000123919,0.999840551,0.999840551,0.999840551,0.999840551,0.999840551,NaN
